"6","9.635130225222746","19880301083529"
"48","18.044844747884866","20210715125529"
"11","18.411931230085333","19831023015321"
"36","32.32160800845086","19751003075836"
"26","17.410336471551304","20100604114711"
"59","33.77344472571705","19810325055545"
"50","29.115818740612834","20091126024932"
"37","19.605534960424468","20171018090133"
"17","6.327958906802515","19731114030205"
"23","25.74827691257687","19810515114916"
"27","22.1896154544914","19800108013836"
"17","14.313927147145588","20160610073409"
"63","20.7270328540513","19930225022007"
"24","21.64723972748758","19931017052630"
"24","6.558366183629956","20240222012938"
"7","27.946759185325334","19831203064134"
"34","22.86360329203149","20180603071213"
"61","30.395502573596485","20230730074023"
"10","7.855675409552144","19900630073432"
"33","27.966954678237602","20010711100808"
"46","13.53470399342827","20140908014752"
"30","1.4364537480436101","19900916062522"
"47","3.1617362492537415","19910619065212"
"21","14.086135223848748","19840328115254"
"47","29.09679642359583","19911104084748"
"41","8.02151284146617","20020704033807"
"31","18.10154678901339","20040613043038"
"7","10.240716095222243","19770116053103"
"57","30.55032334871227","20001017124242"
"41","16.097628299348028","20190507062449"
"15","20.305426428782116","20070711012717"
"33","34.060737208132004","19850611040715"
"36","15.750400260998251","19851126084621"
"33","11.197806912846735","19700628032845"
"3","28.288604138141604","19900906101842"
"40","26.840127575150277","19741209123651"
"16","1.0068457129203168","20190906122635"
"11","8.350333054508221","20151104023107"
"32","9.2830331367975","20221014120637"
"8","16.3622018416396","20181013032931"
"0","5.713049156883266","19720713032637"
"50","16.286503233377783","19980405115555"
"35","6.943864345442994","19720630071924"
"2","29.32716594181732","19950404055742"
"26","23.75415727677626","19730518042614"
"5","8.780487957834143","19941101120552"
"11","16.224536768360135","19980113104439"
"58","13.119098170051945","19891122084249"
"48","10.805392819513534","20201127020113"
"37","12.949692693125932","20240104093747"
"16","30.465637901184888","19901022111417"
"1","27.17874876436026","19891018060209"
"28","0.4587229084216943","19750717043836"
"36","4.196732073088155","19831204043149"
"16","7.349218266011122","20011125095311"
"31","30.396532415058836","19701229120817"
"14","7.081521265897644","19980416062909"
"13","23.617431066705738","20050614064804"
"32","17.13572168472193","19970913075305"
"13","23.679026993754565","20010311015929"
"1","15.288314962673402","19900127112159"
"11","34.331452960385946","20110816034956"
"16","22.407029746846213","19970105015516"
"10","8.784414133486395","20081024110326"
"3","2.723320661173927","20030721042328"
"37","25.026965972268627","20021227063240"
"29","3.5962499020549603","20110808094533"
